"s","a","r","sp"
29453,5,-25,29456
29456,6,-100,29459
29459,5,99975,29462
25343,1,-225,24228
24228,1,-225,23727
23727,1,-225,23226
23226,1,-225,22725
22725,1,-225,22223
22223,1,-225,21720
21720,1,-225,21218
21218,1,-225,20715
20715,1,-225,20212
20212,1,-225,19708
19708,1,-225,19704
19704,1,-225,19201
19201,1,-225,18696
18696,1,-225,18692
18692,1,-225,18688
18688,1,-225,18183
18183,1,-225,18179
18179,1,-225,18174
18174,1,-225,18170
18170,1,-225,18165
18165,1,-225,18161
18161,1,-225,18656
18656,1,-225,18652
18652,1,-225,19148
19148,1,-225,19144
19144,1,-225,19640
19640,1,-225,19637
19637,1,-225,20134
20134,1,-225,20631
20631,1,-225,21128
21128,1,-225,21125
21125,1,-225,21623
21623,1,-225,22122
22122,1,-225,22620
22620,1,-225,23119
23119,1,-225,23618
23618,1,-225,24118
24118,1,-225,24617
24617,1,-225,25118
25118,7,-225,26118
26118,7,-225,27120
27120,7,-225,28623
28623,7,-225,29626
29626,7,-225,30630
30630,7,-225,31634
31634,7,-225,32640
32640,7,-225,33646
33646,7,-225,34652
34652,7,-225,35660
35660,7,-225,36167
36167,7,-225,37176
37176,7,-225,37684
37684,7,-225,38193
38193,7,-225,38703
38703,7,-225,39212
39212,7,-225,39222
39222,7,-225,39232
39232,7,-225,39242
39242,7,-225,39252
39252,7,-225,39261
39261,7,-225,38771
38771,7,-225,38780
38780,7,-225,38289
38289,7,-225,37798
37798,7,-225,37306
37306,7,-225,36814
36814,7,-225,36322
36322,7,-225,35329
35329,7,-225,34836
34836,7,-225,34342
34342,7,-225,33348
33348,7,-225,32853
32853,7,-225,32358
32358,7,-225,31862
31862,7,-225,30867
30867,7,-225,30370
30370,7,-225,29873
29873,7,-225,29376
29376,7,-225,28879
28879,7,-225,28381
28381,7,-225,27883
27883,7,-225,26884
26884,7,-225,26385
26385,7,-225,25886
25886,7,-225,25386
25386,7,-225,24886
24886,1,-225,23885
23885,1,-225,22383
22383,1,-225,21381
21381,1,-225,20377
20377,1,-225,18873
18873,1,-225,17868
17868,1,-225,16362
16362,1,-225,15355
15355,1,-225,13848
13848,1,-225,12839
12839,1,-225,11330
11330,1,-225,10320
10320,1,-225,8809
8809,1,-225,7797
7797,1,-225,6284
6284,1,-225,5271
5271,1,-225,4257
4257,1,-225,3742
3742,1,-225,2727
2727,1,-225,2211
2211,1,-225,1696
1696,1,-225,1680
1680,1,-225,1664
1664,1,-225,1648
1648,1,-225,2132
2132,1,-225,2117
2117,1,-225,2602
2602,1,-225,3087
3087,1,-225,4072
4072,1,-225,4559
4559,1,-225,5045
5045,1,-225,5532
5532,1,-225,6520
6520,1,-225,7007
7007,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,3,-25,25190
25190,5,-25,25190
25190,5,-25,25690
25690,5,-25,25691
25691,5,-25,26192
26192,5,-25,26693
26693,5,-25,26694
26694,5,-25,27196
27196,5,-25,27197
27197,5,-25,27699
27699,5,-25,27701
27701,5,-25,28203
28203,5,-25,28205
28205,5,-25,28208
28208,5,-25,28710
28710,5,-25,28713
28713,5,-25,28715
28715,5,-25,28718
28718,5,-25,28720
28720,5,-25,28723
28723,5,-25,28725
28725,5,-25,28728
28728,5,-25,28730
28730,5,-25,28233
28233,5,-25,28235
28235,5,-25,28237
28237,5,-25,27739
27739,5,-25,27741
27741,5,-25,27743
27743,5,-25,27244
27244,5,-25,27246
27246,5,-25,26747
26747,5,-25,26248
26248,5,-25,26249
26249,5,-25,25749
25749,5,-25,25750
25750,5,-25,25250
25250,5,-25,24750
24750,3,-25,24249
24249,3,-25,23748
23748,3,-25,23247
23247,3,-25,22245
22245,3,-25,21743
21743,3,-25,21241
21241,3,-25,20738
20738,3,-25,20234
20234,3,-25,19731
19731,3,-25,19227
19227,3,-25,18723
18723,3,-25,18718
18718,3,-25,18214
18214,3,-25,18209
18209,3,-25,17704
17704,3,-25,17699
17699,3,-25,17694
17694,3,-25,17689
17689,3,-25,17684
17684,3,-25,17679
17679,3,-25,17674
17674,3,-25,17669
17669,3,-25,18164
18164,3,-25,18160
18160,3,-25,18655
18655,3,-25,19151
19151,3,-25,19147
19147,3,-25,19644
19644,3,-25,20141
20141,3,-25,20638
20638,3,-25,21135
21135,3,-25,21633
21633,3,-25,22131
22131,3,-25,22630
22630,3,-25,23629
23629,3,-25,24128
24128,3,-25,24628
24628,3,-25,25128
25128,5,-25,26129
26129,5,-25,27130
27130,5,-25,27632
27632,5,-25,28635
28635,5,-25,29638
29638,5,-25,30142
30142,5,-25,31146
31146,5,-25,31651
31651,5,-25,32656
32656,5,-25,33162
33162,5,-25,33668
33668,5,-25,34674
34674,5,-25,35181
35181,5,-25,35188
35188,5,-25,35696
35696,5,-25,36203
36203,5,-25,36211
36211,5,-25,36219
36219,5,-25,36226
36226,5,-25,36234
36234,5,-25,36242
36242,5,-25,35749
35749,5,-25,35756
35756,5,-25,35263
35263,5,-25,34770
34770,5,-25,34276
34276,5,-25,33782
33782,5,-25,33288
33288,5,-25,32293
32293,5,-25,31798
31798,5,-25,31302
31302,5,-25,30305
30305,5,-25,29809
29809,5,-25,29311
29311,5,-25,28314
28314,5,-25,27815
27815,5,-25,26817
26817,5,-25,25817
25817,5,-25,25317
25317,5,-25,24317
24317,3,-25,23316
23316,3,-25,22314
22314,3,-25,21312
21312,3,-25,20308
20308,3,-25,19304
19304,3,-25,18300
18300,3,-25,17294
17294,3,-25,16288
16288,3,-25,15281
15281,3,-25,14274
14274,3,-25,13266
13266,3,-25,12758
12758,3,-25,11749
11749,3,-25,11239
11239,3,-25,10730
10730,3,-25,10220
10220,3,-25,10209
10209,3,-25,9699
9699,3,-25,9689
9689,3,-25,9678
9678,3,-25,9668
9668,3,-25,10158
10158,3,-25,10148
10148,3,-25,10638
10638,3,-25,11129
11129,3,-25,11620
11620,3,-25,12611
12611,3,-25,13103
13103,3,-25,13596
13596,3,-25,14589
14589,3,-25,15582
15582,3,-25,16076
16076,3,-25,17071
17071,3,-25,17566
17566,3,-25,18562
18562,3,-25,19558
19558,3,-25,20055
20055,3,-25,21052
21052,3,-25,21550
21550,3,-25,22548
22548,3,-25,23047
23047,3,-25,24047
24047,3,-25,24547
24547,3,-25,25547
25547,5,-25,26549
26549,5,-25,27551
27551,5,-25,29053
29053,5,-25,30057
30057,5,-25,31061
31061,5,-25,32066
32066,5,-25,33572
33572,5,-25,34579
34579,5,-25,35586
35586,5,-25,36594
36594,5,-25,37603
37603,5,-25,38613
38613,5,-25,39623
39623,5,-25,40634
40634,5,-25,41645
41645,5,-25,42657
42657,5,-25,43170
43170,5,-25,43683
43683,5,-25,44196
44196,5,-25,44209
44209,5,-25,44222
44222,5,-25,44236
44236,5,-25,44249
44249,5,-25,43762
43762,5,-25,43774
43774,5,-25,43287
43287,5,-25,42299
42299,5,-25,41810
41810,5,-25,41321
41321,5,-25,40332
40332,5,-25,39341
39341,5,-25,38851
38851,5,-25,37860
37860,5,-25,37368
37368,5,-25,36376
36376,5,-25,35883
35883,5,-25,34890
34890,5,-25,34396
34396,5,-25,33902
33902,5,-25,32907
32907,5,-25,32412
32412,5,-25,31917
31917,5,-25,31421
31421,5,-25,30925
30925,5,-25,30929
30929,5,-25,30433
30433,5,-25,29936
29936,5,-25,29939
29939,5,-25,29442
29442,5,-25,29445
29445,5,-25,28948
28948,5,-25,28950
28950,5,-25,28452
28452,5,-25,28455
28455,5,-25,28457
28457,5,-25,28459
28459,5,99975,28461
25343,1,-225,24687
24687,1,-225,24687
24687,1,-225,24687
24687,1,-225,24187
24187,1,-225,24186
24186,1,-225,24186
24186,1,-225,24185
24185,1,-225,24184
24184,1,-225,23684
23684,1,-225,23683
23683,1,-225,23682
23682,1,-225,23681
23681,1,-225,23680
23680,1,-225,23679
23679,1,-225,23678
23678,1,-225,23677
23677,1,-225,23176
23176,1,-225,23175
23175,1,-225,23174
23174,1,-225,23173
23173,1,-225,23672
23672,1,-225,23671
23671,1,-225,23670
23670,1,-225,23669
23669,1,-225,23668
23668,1,-225,23667
23667,1,-225,23667
23667,1,-225,23666
23666,1,-225,24165
24165,1,-225,24165
24165,1,-225,24164
24164,1,-225,24164
24164,1,-225,24163
24163,1,-225,24663
24663,1,-225,24663
24663,1,-225,24663
24663,1,-225,24663
24663,1,-225,25163
25163,7,-225,25663
25663,7,-225,26664
26664,7,-225,27166
27166,7,-225,28168
28168,7,-225,28671
28671,7,-225,29174
29174,7,-225,30177
30177,7,-225,30681
30681,7,-225,31185
31185,7,-225,31690
31690,7,-225,32195
32195,7,-225,32700
32700,7,-225,33206
33206,7,-225,33212
33212,7,-225,33718
33718,7,-225,33724
33724,7,-225,33730
33730,7,-225,34236
34236,7,-225,33742
33742,7,-225,33748
33748,7,-225,33754
33754,7,-225,33760
33760,7,-225,33266
33266,7,-225,33271
33271,7,-225,32777
32777,7,-225,32282
32282,7,-225,31786
31786,7,-225,31291
31291,7,-225,30795
30795,7,-225,30299
30299,7,-225,29802
29802,7,-225,29305
29305,7,-225,28808
28808,7,-225,28310
28310,7,-225,27812
27812,7,-225,27313
27313,7,-225,26814
26814,7,-225,25815
25815,7,-225,25315
25315,7,-225,24815
24815,1,-225,23814
23814,1,-225,22312
22312,1,-225,21309
21309,1,-225,19806
19806,1,-225,18801
18801,1,-225,17296
17296,1,-225,16290
16290,1,-225,15284
15284,1,-225,14276
14276,1,-225,13268
13268,1,-225,12259
12259,1,-225,11250
11250,1,-225,10240
10240,1,-225,9730
9730,1,-225,9219
9219,1,-225,8708
8708,1,-225,8196
8196,1,-225,8185
8185,1,-225,8173
8173,1,-225,8162
8162,1,-225,8150
8150,1,-225,8139
8139,1,-225,8628
8628,1,-225,9117
9117,1,-225,9606
9606,1,-225,10096
10096,1,-225,10587
10587,1,-225,11077
11077,1,-225,12069
12069,1,-225,12560
12560,1,-225,13052
13052,1,-225,14045
14045,1,-225,14538
14538,1,-225,15031
15031,1,-225,15525
15525,1,-225,16019
16019,1,-225,16513
16513,1,-225,17008
17008,1,-225,17503
17503,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,3,-25,24704
24704,3,-25,24704
24704,3,-25,24704
24704,3,-25,24203
24203,3,-25,24203
24203,3,-25,24202
24202,3,-25,23702
23702,3,-25,23701
23701,3,-25,23700
23700,3,-25,23699
23699,3,-25,23698
23698,3,-25,23197
23197,3,-25,23196
23196,3,-25,23195
23195,3,-25,23193
23193,3,-25,23192
23192,3,-25,23191
23191,3,-25,23190
23190,3,-25,23189
23189,3,-25,23187
23187,3,-25,23186
23186,3,-25,23185
23185,3,-25,23184
23184,3,-25,23183
23183,3,-25,23182
23182,3,-25,23681
23681,3,-25,23680
23680,3,-25,23679
23679,3,-25,23678
23678,3,-25,24178
24178,3,-25,24177
24177,3,-25,24177
24177,3,-25,24176
24176,3,-25,24676
24676,3,-25,24676
24676,3,-25,24676
24676,3,-25,25176
25176,5,-25,25676
25676,5,-25,26177
26177,5,-25,26178
26178,5,-25,26679
26679,5,-25,27181
27181,5,-25,27683
27683,5,-25,28185
28185,5,-25,28687
28687,5,-25,28690
28690,5,-25,29193
29193,5,-25,29696
29696,5,-25,29699
29699,5,-25,29703
29703,5,-25,30206
30206,5,-25,30210
30210,5,-25,30213
30213,5,-25,30217
30217,5,-25,30721
30721,5,-25,30225
30225,5,-25,30228
30228,5,-25,30232
30232,5,-25,30236
30236,5,-25,30239
30239,5,-25,29742
29742,5,-25,29746
29746,5,-25,29249
29249,5,-25,29251
29251,5,-25,28754
28754,5,-25,28256
28256,5,-25,27758
27758,5,-25,27760
27760,5,-25,27261
27261,5,-25,26763
26763,5,-25,26263
26263,5,-25,25764
25764,5,-25,25264
25264,5,-25,25264
25264,5,-25,24764
24764,3,-25,23763
23763,3,-25,23262
23262,3,-25,22260
22260,3,-25,21758
21758,3,-25,20755
20755,3,-25,20252
20252,3,-25,19748
19748,3,-25,18744
18744,3,-25,18239
18239,3,-25,17734
17734,3,-25,17229
17229,3,-25,16724
16724,3,-25,16718
16718,3,-25,16212
16212,3,-25,16206
16206,3,-25,15699
15699,3,-25,15693
15693,3,-25,15687
15687,3,-25,15680
15680,3,-25,15674
15674,3,-25,16168
16168,3,-25,16162
16162,3,-25,16656
16656,3,-25,16651
16651,3,-25,17146
17146,3,-25,17641
17641,3,-25,18136
18136,3,-25,18632
18632,3,-25,19128
19128,3,-25,19624
19624,3,-25,20121
20121,3,-25,21118
21118,3,-25,21616
21616,3,-25,22115
22115,3,-25,23113
23113,3,-25,23612
23612,3,-25,24112
24112,3,-25,25112
25112,5,-25,26113
26113,5,-25,27114
27114,5,-25,28116
28116,5,-25,29119
29119,5,-25,30122
30122,5,-25,30627
30627,5,-25,31631
31631,5,-25,32637
32637,5,-25,33642
33642,5,-25,34149
34149,5,-25,35156
35156,5,-25,35663
35663,5,-25,36171
36171,5,-25,36679
36679,5,-25,37187
37187,5,-25,37696
37696,5,-25,37705
37705,5,-25,38214
38214,5,-25,38223
38223,5,-25,38232
38232,5,-25,37741
37741,5,-25,37749
37749,5,-25,37258
37258,5,-25,37266
37266,5,-25,36774
36774,5,-25,36282
36282,5,-25,35289
35289,5,-25,34796
34796,5,-25,34302
34302,5,-25,33308
33308,5,-25,32813
32813,5,-25,32318
32318,5,-25,31322
31322,5,-25,30326
30326,5,-25,29829
29829,5,-25,28832
28832,5,-25,28334
28334,5,-25,27335
27335,5,-25,26837
26837,5,-25,25837
25837,5,-25,24837
24837,3,-25,23836
23836,3,-25,22835
22835,3,-25,21832
21832,3,-25,20329
20329,3,-25,19325
19325,3,-25,18321
18321,3,-25,17315
17315,3,-25,16309
16309,3,-25,15302
15302,3,-25,14295
14295,3,-25,13287
13287,3,-25,12278
12278,3,-25,11268
11268,3,-25,10258
10258,3,-25,9748
9748,3,-25,9237
9237,3,-25,8726
8726,3,-25,8214
8214,3,-25,7703
7703,3,-25,7691
7691,3,-25,7679
7679,3,-25,7667
7667,3,-25,8156
8156,3,-25,8645
8645,3,-25,8634
8634,3,-25,9123
9123,3,-25,10113
10113,3,-25,10603
10603,3,-25,11594
11594,3,-25,12085
12085,3,-25,13077
13077,3,-25,13569
13569,3,-25,14562
14562,3,-25,15056
15056,3,-25,16050
16050,3,-25,17044
17044,3,-25,17539
17539,3,-25,18535
18535,3,-25,19031
19031,3,-25,20028
20028,3,-25,20525
20525,3,-25,21022
21022,3,-25,22020
22020,3,-25,22519
22519,3,-25,23018
23018,3,-25,24017
24017,3,-25,24517
24517,3,-25,25017
25017,5,-25,26018
26018,5,-25,27019
27019,5,-25,28022
28022,5,-25,29025
29025,5,-25,30028
30028,5,-25,31033
31033,5,-25,32038
32038,5,-25,33043
33043,5,-25,34550
34550,5,-25,35557
35557,5,-25,36565
36565,5,-25,37574
37574,5,-25,38584
38584,5,-25,40094
40094,5,-25,41105
41105,5,-25,42117
42117,5,-25,43129
43129,5,-25,44142
44142,5,-25,44656
44656,5,-25,45670
45670,5,-25,46184
46184,5,-25,46199
46199,5,-25,46714
46714,5,-25,46728
46728,5,-25,46743
46743,5,-25,46258
46258,5,-25,45772
45772,5,-25,45286
45286,5,-25,44800
44800,5,-25,44313
44313,5,-25,43326
43326,5,-25,42838
42838,5,-25,41849
41849,5,-25,41360
41360,5,-25,40371
40371,5,-25,39881
39881,5,-25,38890
38890,5,-25,38399
38399,5,-25,37908
37908,5,-25,36916
36916,5,-25,36424
36424,5,-25,36431
36431,5,-25,35938
35938,5,-25,35446
35446,5,-25,35453
35453,5,-25,35460
35460,5,99975,35466
25343,3,-25,24722
24722,3,-25,24222
24222,3,-25,23721
23721,3,-25,23720
23720,3,-25,23219
23219,3,-25,22718
22718,3,-25,22716
22716,3,-25,22214
22214,3,-25,22212
22212,3,-25,21710
21710,3,-25,21708
21708,3,-25,21205
21205,3,-25,21203
21203,3,-25,21200
21200,3,-25,21198
21198,3,-25,20695
20695,3,-25,20692
20692,3,-25,20689
20689,3,-25,20686
20686,3,-25,20684
20684,3,-25,21181
21181,3,-25,21178
21178,3,-25,21176
21176,3,-25,21173
21173,3,-25,21671
21671,3,-25,21669
21669,3,-25,22167
22167,3,-25,22165
22165,3,-25,22663
22663,3,-25,22662
22662,3,-25,23160
23160,3,-25,23159
23159,3,-25,23658
23658,3,-25,24158
24158,3,-25,24157
24157,3,-25,24657
24657,3,-25,25157
25157,5,-25,25658
25658,5,-25,26158
26158,5,-25,27160
27160,5,-25,27662
27662,5,-25,28164
28164,5,-25,28666
28666,5,-25,29170
29170,5,-25,29673
29673,5,-25,30177
30177,5,-25,30681
30681,5,-25,31185
31185,5,-25,31690
31690,5,-25,32194
32194,5,-25,32199
32199,5,-25,32705
32705,5,-25,32710
32710,5,-25,32715
32715,5,-25,32720
32720,5,-25,32726
32726,5,-25,32731
32731,5,-25,32736
32736,5,-25,32241
32241,5,-25,32246
32246,5,-25,31751
31751,5,-25,31756
31756,5,-25,31260
31260,5,-25,30764
30764,5,-25,30268
30268,5,-25,29771
29771,5,-25,29274
29274,5,-25,28777
28777,5,-25,28279
28279,5,-25,27781
27781,5,-25,27283
27283,5,-25,26784
26784,5,-25,26284
26284,5,-25,25285
25285,5,-25,24785
24785,3,-25,23784
23784,3,-25,23283
23283,3,-25,22281
22281,3,-25,21278
21278,3,-25,20275
20275,3,-25,19771
19771,3,-25,18767
18767,3,-25,17762
17762,3,-25,17257
17257,3,-25,16251
16251,3,-25,15744
15744,3,-25,15238
15238,3,-25,14731
14731,3,-25,14223
14223,3,-25,13716
13716,3,-25,13708
13708,3,-25,13200
13200,3,-25,13192
13192,3,-25,13184
13184,3,-25,13176
13176,3,-25,13668
13668,3,-25,13661
13661,3,-25,14153
14153,3,-25,14146
14146,3,-25,14639
14639,3,-25,15133
15133,3,-25,15626
15626,3,-25,16621
16621,3,-25,17115
17115,3,-25,17610
17610,3,-25,18106
18106,3,-25,19102
19102,3,-25,19598
19598,3,-25,20595
20595,3,-25,21093
21093,3,-25,22091
22091,3,-25,22590
22590,3,-25,23589
23589,3,-25,24088
24088,3,-25,25089
25089,5,-25,26090
26090,5,-25,27091
27091,5,-25,28594
28594,5,-25,29597
29597,5,-25,30601
30601,5,-25,31605
31605,5,-25,32611
32611,5,-25,33617
33617,5,-25,34623
34623,5,-25,35631
35631,5,-25,36638
36638,5,-25,37147
37147,5,-25,38156
38156,5,-25,38665
38665,5,-25,39175
39175,5,-25,39685
39685,5,-25,40196
40196,5,-25,40206
40206,5,-25,40717
40717,5,-25,40728
40728,5,-25,40738
40738,5,-25,40249
40249,5,-25,40259
40259,5,-25,39769
39769,5,-25,39279
39279,5,-25,38788
38788,5,-25,37797
37797,5,-25,37305
37305,5,-25,36813
36813,5,-25,35821
35821,5,-25,35328
35328,5,-25,34334
34334,5,-25,33340
33340,5,-25,32845
32845,5,-25,31850
31850,5,-25,31354
31354,5,-25,30358
30358,5,-25,29861
29861,5,-25,28863
28863,5,-25,27865
27865,5,-25,27367
27367,5,-25,26368
26368,5,-25,25868
25868,5,-25,24868
24868,3,-25,23867
23867,3,-25,22866
22866,3,-25,21863
21863,3,-25,20860
20860,3,-25,19357
19357,3,-25,18352
18352,3,-25,17347
17347,3,-25,16341
16341,3,-25,14834
14834,3,-25,13826
13826,3,-25,12818
12818,3,-25,11809
11809,3,-25,10799
10799,3,-25,9788
9788,3,-25,8777
8777,3,-25,7765
7765,3,-25,7253
7253,3,-25,6240
6240,3,-25,5727
5727,3,-25,5214
5214,3,-25,5200
5200,3,-25,5187
5187,3,-25,5173
5173,3,-25,5160
5160,3,-25,5646
5646,3,-25,6133
6133,3,-25,6621
6621,3,-25,7109
7109,3,-25,7597
7597,3,-25,8586
8586,3,-25,9075
9075,3,-25,10065
10065,3,-25,11055
11055,3,-25,11546
11546,3,-25,12538
12538,3,-25,13030
13030,3,-25,14022
14022,3,-25,14515
14515,3,-25,15009
15009,3,-25,15503
15503,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,29008
29008,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,37054
37054,5,-25,38063
38063,5,-25,39073
39073,5,-25,40084
40084,5,-25,41595
41595,5,-25,42607
42607,5,-25,43620
43620,5,-25,44633
44633,5,-25,45147
45147,5,-25,46162
46162,5,-25,46677
46677,5,-25,47192
47192,5,-25,47707
47707,5,-25,47723
47723,5,-25,47738
47738,5,-25,47254
47254,5,-25,47269
47269,5,-25,46784
46784,5,-25,46298
46298,5,-25,45312
45312,5,-25,44825
44825,5,-25,43838
43838,5,-25,43350
43350,5,-25,42362
42362,5,-25,41374
41374,5,-25,40884
40884,5,-25,40395
40395,5,-25,39404
39404,5,-25,38914
38914,5,-25,38423
38423,5,-25,37932
37932,5,-25,37940
37940,5,-25,37449
37449,5,-25,37457
37457,5,99975,36965
25343,1,-225,24719
24719,1,-225,24218
24218,1,-225,23717
23717,1,-225,23216
23216,1,-225,22715
22715,1,-225,22213
22213,1,-225,21710
21710,1,-225,21208
21208,1,-225,21205
21205,1,-225,20703
20703,1,-225,20199
20199,1,-225,20196
20196,1,-225,20193
20193,1,-225,19689
19689,1,-225,19686
19686,1,-225,19682
19682,1,-225,19178
19178,1,-225,19174
19174,1,-225,19171
19171,1,-225,19667
19667,1,-225,19663
19663,1,-225,19659
19659,1,-225,19656
19656,1,-225,20153
20153,1,-225,20149
20149,1,-225,20646
20646,1,-225,20643
20643,1,-225,21141
21141,1,-225,21138
21138,1,-225,21636
21636,1,-225,22134
22134,1,-225,22632
22632,1,-225,22631
22631,1,-225,23130
23130,1,-225,23629
23629,1,-225,24128
24128,1,-225,24628
24628,1,-225,24628
24628,1,-225,25128
25128,7,-225,26129
26129,7,-225,27131
27131,7,-225,28633
28633,7,-225,29636
29636,7,-225,30640
30640,7,-225,31145
31145,7,-225,32150
32150,7,-225,33155
33155,7,-225,34162
34162,7,-225,34668
34668,7,-225,35676
35676,7,-225,36183
36183,7,-225,36691
36691,7,-225,37200
37200,7,-225,37708
37708,7,-225,37717
37717,7,-225,38226
38226,7,-225,38235
38235,7,-225,38244
38244,7,-225,38253
38253,7,-225,37762
37762,7,-225,37771
37771,7,-225,37279
37279,7,-225,36787
36787,7,-225,36295
36295,7,-225,35803
35803,7,-225,35310
35310,7,-225,34816
34816,7,-225,34323
34323,7,-225,33829
33829,7,-225,32834
32834,7,-225,32339
32339,7,-225,31844
31844,7,-225,31348
31348,7,-225,30351
30351,7,-225,29855
29855,7,-225,29357
29357,7,-225,28360
28360,7,-225,27862
27862,7,-225,27363
27363,7,-225,26865
26865,7,-225,26365
26365,7,-225,25366
25366,7,-225,24865
24865,1,-225,23864
23864,1,-225,22363
22363,1,-225,21360
21360,1,-225,19856
19856,1,-225,18852
18852,1,-225,17347
17347,1,-225,15840
15840,1,-225,14833
14833,1,-225,13325
13325,1,-225,12317
12317,1,-225,10807
10807,1,-225,9796
9796,1,-225,8785
8785,1,-225,7273
7273,1,-225,6261
6261,1,-225,5747
5747,1,-225,4733
4733,1,-225,4219
4219,1,-225,3705
3705,1,-225,3190
3190,1,-225,3175
3175,1,-225,3160
3160,1,-225,3145
3145,1,-225,3631
3631,1,-225,4116
4116,1,-225,4602
4602,1,-225,5089
5089,1,-225,5576
5576,1,-225,6063
6063,1,-225,7051
7051,1,-225,7539
7539,1,-225,8027
8027,1,-225,8516
8516,1,-225,9005
9005,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,4,0,24730
24730,1,-225,24229
24229,5,-25,24228
24228,5,-25,23728
23728,3,-25,23727
23727,2,-100,22725
22725,4,0,22724
22724,1,-225,22222
22222,6,-100,22220
22220,4,0,22218
22218,6,-100,22216
22216,3,-25,22214
22214,5,-25,22212
22212,1,-225,21710
21710,7,-225,22208
22208,4,0,21706
21706,2,-100,21704
21704,5,-25,21702
21702,4,0,21699
21699,2,-100,21697
21697,5,-25,21695
21695,3,-25,21693
21693,4,0,21691
21691,4,0,22189
22189,3,-25,22187
22187,7,-225,22685
22685,1,-225,22683
22683,4,0,22682
22682,2,-100,22680
22680,5,-25,23179
23179,4,0,23178
23178,4,0,23677
23677,6,-100,24176
24176,4,0,24676
24676,3,-25,24676
24676,7,-225,25176
25176,7,-225,26177
26177,1,-225,25677
25677,3,-25,26178
26178,4,0,26179
26179,7,-225,27181
27181,4,0,27182
27182,2,-100,27184
27184,3,-25,27185
27185,2,-100,27187
27187,1,-225,27188
27188,4,0,27190
27190,6,-100,27691
27691,5,-25,28193
28193,5,-25,28196
28196,2,-100,28198
28198,6,-100,28200
28200,5,-25,28703
28703,1,-225,28205
28205,3,-25,28207
28207,2,-100,27709
27709,3,-25,27711
27711,5,-25,27713
27713,7,-225,27715
27715,7,-225,28217
28217,4,0,28219
28219,6,-100,28222
28222,7,-225,28224
28224,7,-225,28226
28226,1,-225,27728
27728,3,-25,27730
27730,1,-225,26731
26731,3,-25,26232
26232,4,0,26233
26233,1,-225,25733
25733,7,-225,25734
25734,1,-225,24734
24734,5,-25,24734
24734,7,-225,24733
24733,1,-225,24233
24233,3,-25,23732
23732,3,-25,23231
